"CIPCode2000","CIPTitle2000","Action","Text change","CIPCode2010","CIPTitle2010"
="46.0411","Metal Building Assembly/Assembler.","No substantive changes",no,="46.0411","Metal Building Assembly/Assembler."
="46.0412","Building/Construction Site Management/Manager.","No substantive changes",no,="46.0412","Building/Construction Site Management/Manager."
"","","New",no,="46.0413","Carpet, Floor, and Tile Worker."
"","","New",no,="46.0414","Insulator."
"","","New",no,="46.0415","Building Construction Technology."
="46.0499","Building/Construction Finishing, Management, and Inspection, Other.","No substantive changes",no,="46.0499","Building/Construction Finishing, Management, and Inspection, Other."
="46.05","Plumbing and Related Water Supply Services.","No substantive changes",no,="46.05","Plumbing and Related Water Supply Services."
="46.0502","Pipefitting/Pipefitter and Sprinkler Fitter.","No substantive changes",no,="46.0502","Pipefitting/Pipefitter and Sprinkler Fitter."
="46.0503","Plumbing Technology/Plumber.","No substantive changes",no,="46.0503","Plumbing Technology/Plumber."
="46.0504","Well Drilling/Driller.","No substantive changes",no,="46.0504","Well Drilling/Driller."
="46.0505","Blasting/Blaster.","No substantive changes",no,="46.0505","Blasting/Blaster."
="46.0599","Plumbing and Related Water Supply Services, Other.","No substantive changes",no,="46.0599","Plumbing and Related Water Supply Services, Other."
="46.99","Construction Trades, Other.","No substantive changes",no,="46.99","Construction Trades, Other."
="46.9999","Construction Trades, Other.","No substantive changes",no,="46.9999","Construction Trades, Other."
="47","MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.","No substantive changes",no,="47","MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS."
="47.00","Mechanics and Repairers, General.","No substantive changes",no,="47.00","Mechanics and Repairers, General."
="47.0000","Mechanics and Repairers, General.","No substantive changes",no,="47.0000","Mechanics and Repairers, General."
="47.01","Electrical/Electronics Maintenance and Repair Technology.","No substantive changes",no,="47.01","Electrical/Electronics Maintenance and Repair Technology."
="47.0101","Electrical/Electronics Equipment Installation and Repair, General.","No substantive changes",no,="47.0101","Electrical/Electronics Equipment Installation and Repair, General."
="47.0102","Business Machine Repair.","No substantive changes",no,="47.0102","Business Machine Repair."
="47.0103","Communications Systems Installation and Repair Technology.","No substantive changes",no,="47.0103","Communications Systems Installation and Repair Technology."
="47.0104","Computer Installation and Repair Technology/Technician.","No substantive changes",no,="47.0104","Computer Installation and Repair Technology/Technician."
="47.0105","Industrial Electronics Technology/Technician.","No substantive changes",no,="47.0105","Industrial Electronics Technology/Technician."
="47.0106","Appliance Installation and Repair Technology/Technician.","No substantive changes",no,="47.0106","Appliance Installation and Repair Technology/Technician."
="47.0110","Security System Installation, Repair, and Inspection Technology/Technician.","No substantive changes",no,="47.0110","Security System Installation, Repair, and Inspection Technology/Technician."
="47.0199","Electrical/Electronics Maintenance and Repair Technology, Other.","No substantive changes",no,="47.0199","Electrical/Electronics Maintenance and Repair Technology, Other."
="47.02","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).","No substantive changes",no,="47.02","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)."
="47.0201","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).","No substantive changes",no,="47.0201","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician."
="47.03","Heavy/Industrial Equipment Maintenance Technologies.","No substantive changes",no,="47.03","Heavy/Industrial Equipment Maintenance Technologies."
="47.0302","Heavy Equipment Maintenance Technology/Technician.","No substantive changes",no,="47.0302","Heavy Equipment Maintenance Technology/Technician."
="47.0303","Industrial Mechanics and Maintenance Technology.","No substantive changes",no,="47.0303","Industrial Mechanics and Maintenance Technology."
="47.0399","Heavy/Industrial Equipment Maintenance Technologies, Other.","No substantive changes",no,="47.0399","Heavy/Industrial Equipment Maintenance Technologies, Other."
="47.04","Precision Systems Maintenance and Repair Technologies.","No substantive changes",no,="47.04","Precision Systems Maintenance and Repair Technologies."
="47.0402","Gunsmithing/Gunsmith.","No substantive changes",no,="47.0402","Gunsmithing/Gunsmith."
="47.0403","Locksmithing and Safe Repair.","No substantive changes",no,="47.0403","Locksmithing and Safe Repair."
="47.0404","Musical Instrument Fabrication and Repair.","No substantive changes",no,="47.0404","Musical Instrument Fabrication and Repair."
="47.0408","Watchmaking and Jewelrymaking.","No substantive changes",no,="47.0408","Watchmaking and Jewelrymaking."
="47.0409","Parts and Warehousing Operations and Maintenance Technology/Technician.","No substantive changes",no,="47.0409","Parts and Warehousing Operations and Maintenance Technology/Technician."
="47.0499","Precision Systems Maintenance and Repair Technologies, Other.","No substantive changes",no,="47.0499","Precision Systems Maintenance and Repair Technologies, Other."
="47.06","Vehicle Maintenance and Repair Technologies.","No substantive changes",no,="47.06","Vehicle Maintenance and Repair Technologies."
"","","New",no,="47.0600","Vehicle Maintenance and Repair Technologies, General."
="47.0603","Autobody/Collision and Repair Technology/Technician.","No substantive changes",no,="47.0603","Autobody/Collision and Repair Technology/Technician."
="47.0604","Automobile/Automotive Mechanics Technology/Technician.","No substantive changes",no,="47.0604","Automobile/Automotive Mechanics Technology/Technician."
="47.0605","Diesel Mechanics Technology/Technician.","No substantive changes",no,="47.0605","Diesel Mechanics Technology/Technician."
="47.0606","Small Engine Mechanics and Repair Technology/Technician.","No substantive changes",no,="47.0606","Small Engine Mechanics and Repair Technology/Technician."
="47.0607","Airframe Mechanics and Aircraft Maintenance Technology/Technician.","No substantive changes",no,="47.0607","Airframe Mechanics and Aircraft Maintenance Technology/Technician."
="47.0608","Aircraft Powerplant Technology/Technician.","No substantive changes",no,="47.0608","Aircraft Powerplant Technology/Technician."
="47.0609","Avionics Maintenance Technology/Technician.","No substantive changes",no,="47.0609","Avionics Maintenance Technology/Technician."
="47.0610","Bicycle Mechanics and Repair Technology/Technician.","No substantive changes",no,="47.0610","Bicycle Mechanics and Repair Technology/Technician."
="47.0611","Motorcycle Maintenance and Repair Technology/Technician.","No substantive changes",no,="47.0611","Motorcycle Maintenance and Repair Technology/Technician."
="47.0612","Vehicle Emissions Inspection and Maintenance Technology/Technician.","No substantive changes",no,="47.0612","Vehicle Emissions Inspection and Maintenance Technology/Technician."
="47.0613","Medium/Heavy Vehicle and Truck Technology/Technician.","No substantive changes",no,="47.0613","Medium/Heavy Vehicle and Truck Technology/Technician."
="47.0614","Alternative Fuel Vehicle Technology/Technician.","No substantive changes",no,="47.0614","Alternative Fuel Vehicle Technology/Technician."
="47.0615","Engine Machinist.","No substantive changes",no,="47.0615","Engine Machinist."
="47.0616","Marine Maintenance/Fitter and Ship Repair Technology/Technician.","No substantive changes",no,="47.0616","Marine Maintenance/Fitter and Ship Repair Technology/Technician."
"","","New",no,="47.0617","High Performance and Custom Engine Technician/Mechanic."
"","","New",no,="47.0618","Recreation Vehicle (RV) Service Technician."
="47.0699","Vehicle Maintenance and Repair Technologies, Other.","No substantive changes",no,="47.0699","Vehicle Maintenance and Repair Technologies, Other."
="47.99","Mechanic and Repair Technologies/Technicians, Other.","No substantive changes",no,="47.99","Mechanic and Repair Technologies/Technicians, Other."
="47.9999","Mechanic and Repair Technologies/Technicians, Other.","No substantive changes",no,="47.9999","Mechanic and Repair Technologies/Technicians, Other."
="48","PRECISION PRODUCTION.","No substantive changes",no,="48","PRECISION PRODUCTION."
="48.00","Precision Production Trades, General.","No substantive changes",no,="48.00","Precision Production Trades, General."
="48.0000","Precision Production Trades, General.","No substantive changes",no,="48.0000","Precision Production Trades, General."
="48.03","Leatherworking and Upholstery.","No substantive changes",no,="48.03","Leatherworking and Upholstery."
="48.0303","Upholstery/Upholsterer.","No substantive changes",no,="48.0303","Upholstery/Upholsterer."
="48.0304","Shoe, Boot and Leather Repair.","No substantive changes",no,="48.0304","Shoe, Boot and Leather Repair."
="48.0399","Leatherworking and Upholstery, Other.","No substantive changes",no,="48.0399","Leatherworking and Upholstery, Other."
="48.05","Precision Metal Working.","No substantive changes",no,="48.05","Precision Metal Working."
="48.0501","Machine Tool Technology/Machinist.","No substantive changes",no,="48.0501","Machine Tool Technology/Machinist."
="48.0503","Machine Shop Technology/Assistant.","No substantive changes",no,="48.0503","Machine Shop Technology/Assistant."
="48.0506","Sheet Metal Technology/Sheetworking.","No substantive changes",no,="48.0506","Sheet Metal Technology/Sheetworking."
="48.0507","Tool and Die Technology/Technician.","No substantive changes",no,="48.0507","Tool and Die Technology/Technician."
="48.0508","Welding Technology/Welder.","No substantive changes",no,="48.0508","Welding Technology/Welder."
="48.0509","Ironworking/Ironworker.","No substantive changes",no,="48.0509","Ironworking/Ironworker."
"","","New",no,="48.0510","Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist."
"","","New",no,="48.0511","Metal Fabricator."
="48.0599","Precision Metal Working, Other.","No substantive changes",no,="48.0599","Precision Metal Working, Other."
="48.07","Woodworking.","No substantive changes",no,="48.07","Woodworking."
="48.0701","Woodworking, General.","No substantive changes",no,="48.0701","Woodworking, General."
="48.0702","Furniture Design and Manufacturing.","No substantive changes",no,="48.0702","Furniture Design and Manufacturing."
="48.0703","Cabinetmaking and Millwork/Millwright.","No substantive changes",yes,="48.0703","Cabinetmaking and Millwork."
="48.0799","Woodworking, Other.","No substantive changes",no,="48.0799","Woodworking, Other."
="48.08","Boilermaking/Boilermaker.","No substantive changes",no,="48.08","Boilermaking/Boilermaker."
="48.0801","Boilermaking/Boilermaker.","No substantive changes",no,="48.0801","Boilermaking/Boilermaker."
="48.99","Precision Production, Other.","No substantive changes",no,="48.99","Precision Production, Other."
="48.9999","Precision Production, Other.","No substantive changes",no,="48.9999","Precision Production, Other."
="49","TRANSPORTATION AND MATERIALS MOVING.","No substantive changes",no,="49","TRANSPORTATION AND MATERIALS MOVING."
