CIPCODE,CIPTitle,Discipline,Historical Categories,Associates, Bachelors,Masters,Doctoral
47.9999,"Mechanic and Repair Technologies/Technicians, Other",Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0205,Mechanical Typesetter and Composer,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0299,"Graphic and Printing Equipment Operators, Oth",Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0303,Upholstery/Upholsterer,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0304,"Shoe, Boot and Leather Repair",Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0399,"Leatherworking and Upholstery, Other",Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0501,Machine Tool Technology/Machinist,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0503,Machine Shop Technology/Assistant,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0506,Sheet Metal Technology/Sheetworking,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0507,Tool and Die Technology/Technician,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0508,Welding Technology/Welder,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0509,Ironworking/Ironworker,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.051,Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0511,Metal Fabricator,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0599,"Precision Metal Working, Other",Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0701,"Woodworking, General",Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0702,Furniture Design and Manufacturing,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0703,Cabinetmaking and Millwork,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0799,"Woodworking, Other",Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.0801,Boilermaking/Boilermaker,Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
48.9999,"Precision Production, Other",Technician,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0101,"Aeronautics/Aviation/Aerospace Science and Technology, General",Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0102,Airline/Commercial/Professional Pilot and Flight Crew,Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0104,Aviation/Airway Management and Operations,Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0105,Air Traffic Controller,Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0106,Airline Flight Attendant,Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0108,Flight Instructor,Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0199,"Air Transportation, Other",Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0202,Construction/Heavy Equipment/Earthmoving Equipment Operation,Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0205,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0207,Flagging and Traffic Control,Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0208,Railroad and Railway Transportation,Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0299,"Ground Transportation, Other",Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0303,Commercial Fishing,Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0304,"Diver, Professional and Instructor",Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0309,Marine Science/Merchant Marine Officer,Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.0399,"Marine Transportation, Other",Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
49.9999,"Transportation and Materials Moving, Other",Aeronautics,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
50.0101,"Visual and Performing Arts, General",Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0102,Digital Arts,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0201,"Crafts/Craft Design, Folk Art and Artisan",Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0301,"Dance, General",Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0302,Ballet,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0399,"Dance, Other",Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0401,"Design and Visual Communications, General",Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0402,Commercial and Advertising Art,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0404,Industrial and Product Design,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0406,Commercial Photography,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0407,Fashion/Apparel Design,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0408,Interior Design,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0409,Graphic Design,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.041,Illustration,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0411,Game and Interactive Media Design,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0499,"Design and Applied Arts, Other",Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0501,"Drama and Dramatics/Theatre Arts, General",Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0502,Technical Theatre/Theatre Design and Technology,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0503,Acting and Directing,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0504,Playwriting and Screenwriting,Study of the Arts,,Humanities,Humanities,Humanities,Humanities
50.0505,"Theatre Literature, History and Criticism",Study of the Arts,,Humanities,Humanities,Humanities,Humanities
50.0506,Acting,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0507,Directing and Theatrical Production,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0509,Musical Theatre,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.051,Costume Design,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0588,Acting and Directing,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0599,Dramatic/Theatre Arts and Stage,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0601,Film/Cinema/Video Studies,Study of the Arts,,Humanities,Humanities,Humanities,Humanities
50.0602,Cinematography and Film/Video Production,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0605,Photography,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0607,Documentary Production,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0699,"Film/Video and Photographic Arts, Other",Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0701,"Art/Art Studies, General",Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0702,"Fine/Studio Arts, General",Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0703,"Art History, Criticism and Conservation",Study of the Arts,,Humanities,Humanities,Humanities,Humanities
50.0705,Drawing,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0706,Intermedia/Multimedia,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0708,Painting,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0709,Sculpture,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.071,Printmaking,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0711,Ceramic Arts and Ceramics,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0712,"Fiber, Textile and Weaving Arts",Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0713,Metal and Jewelry Arts,Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0799,"Fine Arts and Art Studies, Other",Arts,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0901,"Music, General",Music,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0902,"Music History, Literature, and Theory",Study of the Arts,,Humanities,Humanities,Humanities,Humanities
50.0903,"Music Performance, General",Music,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0904,Music Theory and Composition,Study of the Arts,,Humanities,Humanities,Humanities,Humanities
50.0905,Musicology and Ethnomusicology,Study of the Arts,,Humanities,Humanities,Humanities,Humanities
50.0906,Conducting,Music,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0907,Keyboard Instruments,Music,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0908,Voice and Opera,Music,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.091,Jazz/Jazz Studies,Study of the Arts,,Humanities,Humanities,Humanities,Humanities
50.0911,Stringed Instruments,Music,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0912,Music Pedagogy,Music,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0913,Music Technology,Music,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0914,Brass Instruments,Music,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0915,Woodwind Instruments,Music,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0916,Percussion Instruments,Music,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.0999,"Music, Other",Music,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.1001,"Arts, Entertainment, And Media Management, General",Arts Management,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.1002,Fine and Studio Arts Management,Arts Management,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.1003,Music Management,Arts Management,,Professional/Vocational,Business & Management,Business & Management,Business & Management
50.1004,Theatre/Theatre Arts Management,Arts Management,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.1099,"Arts, Entertainment, and Media Management, Other",Arts Management,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
50.9999,"Visual and Performing Arts, Other",Arts Management,,Professional/Vocational,Fine & Performing Arts,Fine & Performing Arts,Fine & Performing Arts
51.0001,"Health and Wellness, General",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0101,Chiropractic,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0201,"Communication Sciences and Disorders, General",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0202,Audiology/Audiologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0203,Speech-Language Pathology/Pathologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0204,Audiology/Audiologist and Speech-Language Pathology/Pathologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0299,"Communication Disorders Sciences and Services, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0401,Dentistry,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0501,"Dental Clinical Sciences, General",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0502,Advanced General Dentistry,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0503,Oral Biology and Oral and Maxillofacial Pathology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0504,Dental Public Health and Education,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0505,Dental Materials,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
